fid,crs28992re,avg_woz,1COR_DEN_INDEX_WALK
"127955",E1272N4806,"343","0.53"
"127747",E1272N4807,"319","0.53"
"128821",E1272N4802,"246","0.40"
"127956",E1273N4806,"338","0.53"
"127748",E1273N4807,"309","0.53"
"128588",E1273N4803,"247","0.40"
"128822",E1273N4802,"244","0.40"
"127749",E1274N4807,"252","0.53"
"128589",E1274N4803,"242","0.40"
"128823",E1274N4802,"118","0.40"
"127750",E1275N4807,"441","0.53"
"129051",E1273N4801,"258","0.40"
"129052",E1274N4801,"263","0.36"
"129053",E1275N4801,"261","0.33"
"129054",E1276N4801,"262","0.31"
"128816",E1255N4802,"211","0.73"
"128817",E1256N4802,"234","0.73"
"128818",E1257N4802,"216","0.73"
"128579",E1255N4803,"228","0.73"
"128580",E1256N4803,"231","0.73"
"128581",E1257N4803,"222","0.73"
"128582",E1258N4803,"233","0.73"
"128363",E1255N4804,"224","0.73"
"128364",E1256N4804,"227","0.73"
"128365",E1257N4804,"236","0.73"
"128147",E1255N4805,"220","0.73"
"128148",E1256N4805,"228","0.73"
"128149",E1257N4805,"255","0.73"
"127945",E1255N4806,"221","0.73"
"127946",E1256N4806,"225","0.73"
"127736",E1255N4807,"214","0.73"
"127523",E1255N4808,"230","0.73"
"127318",E1255N4809,"231","0.73"
"127319",E1258N4809,"427","0.73"
"127320",E1259N4809,"406","0.73"
"128583",E1265N4803,"392","0.57"
"128584",E1266N4803,"263","0.53"
"128585",E1267N4803,"265","0.47"
"128586",E1268N4803,"284","0.47"
"128587",E1269N4803,"284","0.47"
"128367",E1265N4804,"359","0.59"
"128368",E1266N4804,"239","0.53"
"128369",E1267N4804,"272","0.49"
"128370",E1268N4804,"238","0.49"
"128371",E1269N4804,"275","0.52"
"128372",E1270N4804,"290","0.50"
"128150",E1264N4805,"381","0.61"
"128152",E1266N4805,"248","0.58"
"128153",E1267N4805,"281","0.60"
"128154",E1268N4805,"242","0.59"
"128155",E1269N4805,"285","0.60"
"128156",E1270N4805,"355","0.56"
"127947",E1263N4806,"399","0.67"
"127948",E1264N4806,"403","0.66"
"127949",E1266N4806,"253","0.69"
"127950",E1267N4806,"253","0.65"
"127951",E1268N4806,"302","0.60"
"127952",E1269N4806,"325","0.60"
"127953",E1270N4806,"336","0.55"
"127738",E1263N4807,"416","0.73"
"127739",E1264N4807,"374","0.73"
"127740",E1265N4807,"151","0.73"
"127741",E1266N4807,"144","0.70"
"127743",E1268N4807,"220","0.59"
"127744",E1269N4807,"193","0.56"
"127745",E1270N4807,"333","0.53"
"127529",E1267N4808,"286","0.62"
"127530",E1268N4808,"260","0.54"
"127327",E1268N4809,"387","0.55"
"127531",E1269N4808,"258","0.53"
"127328",E1269N4809,"244","0.53"
"127532",E1270N4808,"166","0.53"
"127329",E1270N4809,"287","0.53"
"127533",E1271N4808,"223","0.53"
"127534",E1272N4808,"329","0.53"
"127331",E1273N4809,"194","0.53"
"127332",E1274N4809,"470","0.53"
"127536",E1274N4808,"315","0.53"
"127333",E1275N4809,"484","0.53"
"127537",E1275N4808,"435","0.53"
"127334",E1276N4809,"406","0.53"
"127538",E1276N4808,"478","0.53"
"127335",E1277N4809,"443","0.53"
"127539",E1277N4808,"462","0.50"
"127336",E1278N4809,"340","0.47"
"127540",E1278N4808,"308","0.46"
"127337",E1279N4809,"287","0.43"
"127338",E1280N4809,"310","0.34"
"127325",E1266N4809,"160","0.66"
"127324",E1265N4809,"198","0.68"
"127527",E1265N4808,"160","0.73"
"127323",E1264N4809,"232","0.71"
"127526",E1264N4808,"192","0.73"
"127322",E1263N4809,"238","0.73"
"127525",E1263N4808,"286","0.73"
"127321",E1262N4809,"392","0.73"
"127524",E1262N4808,"413","0.73"
"127107",E1261N4810,"409","0.73"
"127108",E1262N4810,"307","0.70"
"126909",E1263N4811,"303","0.67"
"127109",E1263N4810,"243","0.67"
"126910",E1264N4811,"190","0.67"
"127110",E1264N4810,"223","0.67"
"126911",E1265N4811,"206","0.67"
"127111",E1265N4810,"197","0.67"
"126912",E1266N4811,"234","0.66"
"127112",E1266N4810,"189","0.66"
"126913",E1267N4811,"230","0.60"
"127113",E1267N4810,"216","0.60"
"127114",E1268N4810,"229","0.56"
"126914",E1269N4811,"226","0.53"
"127115",E1269N4810,"204","0.53"
"126915",E1270N4811,"224","0.53"
"127116",E1270N4810,"273","0.53"
"127117",E1271N4810,"280","0.53"
"126916",E1272N4811,"261","0.53"
"127118",E1273N4810,"111","0.53"
"127119",E1274N4810,"29","0.53"
"126917",E1275N4811,"223","0.53"
"127120",E1275N4810,"207","0.53"
"126918",E1276N4811,"256","0.53"
"127121",E1276N4810,"398","0.53"
"126919",E1277N4811,"270","0.53"
"127122",E1277N4810,"378","0.53"
"126920",E1278N4811,"336","0.53"
"127123",E1278N4810,"304","0.50"
"126921",E1279N4811,"298","0.47"
"127124",E1279N4810,"323","0.46"
"127125",E1280N4810,"299","0.36"
"127105",E1259N4810,"365","0.69"
"126907",E1259N4811,"349","0.63"
"127104",E1258N4810,"355","0.73"
"126906",E1258N4811,"303","0.64"
"127103",E1257N4810,"280","0.72"
"126905",E1257N4811,"326","0.67"
"127102",E1256N4810,"271","0.70"
"126904",E1256N4811,"337","0.67"
"127101",E1255N4810,"353","0.69"
"126903",E1255N4811,"324","0.67"
"127100",E1254N4810,"364","0.68"
"126902",E1254N4811,"331","0.67"
"127099",E1253N4810,"269","0.66"
"126901",E1253N4811,"409","0.64"
"126900",E1251N4811,"304","0.69"
"126554",E1267N4813,"233","0.60"
"126553",E1266N4813,"218","0.65"
"126552",E1265N4813,"335","0.67"
"126551",E1264N4813,"304","0.67"
"126550",E1263N4813,"333","0.67"
"126549",E1262N4813,"302","0.67"
"126548",E1261N4813,"349","0.67"
"126547",E1260N4813,"358","0.63"
"126546",E1258N4813,"307","0.60"
"126545",E1257N4813,"308","0.62"
"126544",E1256N4813,"348","0.68"
"126543",E1255N4813,"450","0.72"
"126356",E1265N4814,"225","0.67"
"126355",E1264N4814,"311","0.67"
"126354",E1263N4814,"341","0.67"
"126353",E1262N4814,"322","0.67"
"126352",E1261N4814,"330","0.67"
"126351",E1260N4814,"344","0.61"
"126350",E1259N4814,"345","0.60"
"126349",E1258N4814,"327","0.60"
"126348",E1257N4814,"264","0.61"
"126347",E1256N4814,"265","0.66"
"126346",E1255N4814,"335","0.69"
"126345",E1253N4814,"140","0.67"
"126344",E1252N4814,"185","0.72"
"126724",E1255N4812,"410","0.67"
"126725",E1256N4812,"386","0.67"
"126726",E1257N4812,"253","0.66"
"126727",E1258N4812,"340","0.60"
"126729",E1261N4812,"345","0.67"
"126730",E1263N4812,"354","0.67"
"126731",E1264N4812,"218","0.67"
"126732",E1265N4812,"185","0.67"
"126733",E1267N4812,"222","0.60"
"126734",E1271N4812,"267","0.53"
"126735",E1272N4812,"277","0.53"
"126737",E1274N4812,"350","0.53"
"126738",E1275N4812,"414","0.53"
"126739",E1276N4812,"129","0.53"
"126740",E1277N4812,"129","0.53"
"126741",E1278N4812,"340","0.53"
"126742",E1279N4812,"354","0.48"
"125960",E1264N4816,"374","0.67"
"125408",E1264N4819,"172","0.47"
"125594",E1264N4818,"160","0.53"
"125763",E1264N4817,"188","0.67"
"125961",E1265N4816,"292","0.67"
"125409",E1265N4819,"169","0.49"
"125595",E1265N4818,"159","0.54"
"125764",E1265N4817,"183","0.64"
"125962",E1266N4816,"297","0.61"
"125596",E1266N4818,"160","0.53"
"125765",E1266N4817,"287","0.59"
"125963",E1267N4816,"296","0.57"
"125964",E1269N4816,"228","0.53"
"125965",E1270N4816,"227","0.53"
"125966",E1271N4816,"254","0.53"
"125967",E1272N4816,"364","0.53"
"125968",E1273N4816,"433","0.53"
"126160",E1269N4815,"237","0.53"
"126161",E1270N4815,"231","0.53"
"126162",E1272N4815,"310","0.53"
"126163",E1273N4815,"302","0.53"
"126164",E1274N4815,"291","0.53"
"126166",E1277N4815,"335","0.52"
"126167",E1278N4815,"340","0.49"
"126360",E1271N4814,"252","0.53"
"126361",E1272N4814,"388","0.53"
"126362",E1273N4814,"351","0.53"
"126363",E1274N4814,"388","0.53"
"126364",E1275N4814,"284","0.53"
"126365",E1276N4814,"332","0.53"
"126366",E1277N4814,"287","0.53"
"126367",E1278N4814,"334","0.53"
"126368",E1279N4814,"345","0.50"
"126562",E1277N4813,"334","0.53"
"126563",E1278N4813,"341","0.53"
"126564",E1279N4813,"305","0.50"
"126561",E1275N4813,"333","0.53"
"126560",E1274N4813,"326","0.53"
"126559",E1273N4813,"353","0.53"
"126558",E1272N4813,"407","0.53"
"126557",E1271N4813,"258","0.53"
"126556",E1270N4813,"274","0.53"
"126359",E1269N4814,"240","0.53"
"126358",E1268N4814,"241","0.53"
"126357",E1267N4814,"239","0.60"
"126159",E1267N4815,"235","0.58"
"126158",E1266N4815,"298","0.63"
"126157",E1265N4815,"336","0.67"
"126156",E1264N4815,"343","0.67"
"126155",E1263N4815,"345","0.67"
"126154",E1262N4815,"332","0.67"
"126153",E1261N4815,"331","0.65"
"125762",E1263N4817,"273","0.67"
"125593",E1263N4818,"260","0.59"
"125407",E1263N4819,"435","0.47"
"125048",E1263N4821,"410","0.52"
"125959",E1263N4816,"372","0.67"
"125761",E1262N4817,"284","0.63"
"125592",E1262N4818,"454","0.65"
"125406",E1262N4819,"426","0.48"
"125231",E1262N4820,"427","0.47"
"125047",E1262N4821,"407","0.53"
"125958",E1262N4816,"315","0.66"
"125760",E1261N4817,"304","0.61"
"125591",E1261N4818,"432","0.67"
"125405",E1261N4819,"433","0.52"
"125230",E1261N4820,"416","0.49"
"125957",E1261N4816,"349","0.62"
"126152",E1260N4815,"319","0.60"
"125956",E1260N4816,"292","0.60"
"125759",E1260N4817,"407","0.61"
"125590",E1260N4818,"411","0.67"
"125404",E1260N4819,"422","0.56"
"125229",E1260N4820,"409","0.50"
"126151",E1259N4815,"394","0.60"
"126150",E1255N4815,"103","0.69"
"126149",E1254N4815,"22","0.67"
"126148",E1253N4815,"22","0.63"
"126147",E1252N4815,"77","0.66"
"125954",E1258N4816,"181","0.63"
"125952",E1255N4816,"22","0.73"
"125951",E1254N4816,"22","0.73"
"125950",E1253N4816,"22","0.76"
"125758",E1259N4817,"410","0.61"
"125757",E1255N4817,"22","0.73"
"125756",E1254N4817,"22","0.73"
"125755",E1252N4817,"344","0.73"
"125754",E1251N4817,"339","0.73"
"125589",E1259N4818,"283","0.67"
"125587",E1252N4818,"322","0.73"
"125586",E1251N4818,"314","0.71"
"125402",E1258N4819,"249","0.59"
"125403",E1259N4819,"318","0.59"
"125401",E1251N4819,"217","0.63"
"125226",E1251N4820,"193","0.55"
"125044",E1251N4821,"248","0.53"
"125228",E1258N4820,"53","0.53"
"125953",E1256N4816,"22","0.70"
"125232",E1267N4820,"248","0.47"
"125233",E1268N4820,"251","0.47"
"125234",E1270N4820,"203","0.47"
"125235",E1271N4820,"426","0.47"
"125236",E1272N4820,"126","0.47"
"125049",E1269N4821,"202","0.47"
"125050",E1270N4821,"537","0.47"
"125051",E1271N4821,"393","0.47"
"125052",E1272N4821,"404","0.47"
"125053",E1273N4821,"411","0.47"
"125054",E1274N4821,"440","0.47"
"124885",E1274N4822,"452","0.47"
"124884",E1273N4822,"490","0.47"
"124883",E1272N4822,"450","0.47"
"124882",E1271N4822,"526","0.47"
"124881",E1270N4822,"556","0.48"
"124726",E1273N4823,"496","0.47"
"124725",E1272N4823,"511","0.48"
"124724",E1271N4823,"493","0.51"
"125237",E1273N4820,"174","0.47"
"125238",E1274N4820,"432","0.47"
"125239",E1275N4820,"449","0.47"
"125410",E1267N4819,"246","0.48"
"125411",E1268N4819,"280","0.47"
"125412",E1270N4819,"205","0.47"
"125413",E1272N4819,"123","0.47"
"125414",E1273N4819,"108","0.47"
"125415",E1274N4819,"472","0.47"
"125416",E1275N4819,"456","0.47"
"125417",E1276N4819,"468","0.47"
"125597",E1268N4818,"250","0.53"
"125598",E1270N4818,"276","0.52"
"125599",E1271N4818,"360","0.50"
"125600",E1272N4818,"451","0.48"
"125601",E1274N4818,"471","0.47"
"125602",E1275N4818,"462","0.47"
"125769",E1271N4817,"335","0.53"
"125770",E1272N4817,"349","0.53"
"125771",E1273N4817,"552","0.52"
"125772",E1274N4817,"437","0.49"
"125767",E1268N4817,"263","0.53"
"121983",E1252N4836,"344","0.80"
"121984",E1254N4836,"328","0.80"
"121761",E1251N4837,"388","0.77"
"121522",E1251N4838,"370","0.77"
"121258",E1251N4839,"532","0.77"
"121005",E1251N4840,"493","0.77"
"120752",E1251N4841,"479","0.75"
"121762",E1252N4837,"369","0.80"
"121259",E1252N4839,"762","0.80"
"121006",E1252N4840,"519","0.80"
"120753",E1252N4841,"497","0.76"
"120488",E1252N4842,"548","0.79"
"120226",E1252N4843,"1009","0.80"
"121007",E1253N4840,"730","0.80"
"120754",E1253N4841,"647","0.78"
"120489",E1253N4842,"1108","0.74"
"120755",E1254N4841,"1156","0.80"
"121523",E1255N4838,"442","0.80"
"121260",E1256N4839,"360","0.80"
"119451",E1275N4846,"340","0.24"
"118653",E1271N4849,"288","0.13"
"118355",E1270N4850,"362","0.13"
"117738",E1279N4852,"1183","0.33"
"117416",E1279N4853,"756","0.33"
"117083",E1279N4854,"639","0.33"
"118062",E1280N4851,"1039","0.39"
"117739",E1280N4852,"1045","0.38"
"117417",E1280N4853,"723","0.39"
"117084",E1280N4854,"829","0.39"
"118356",E1281N4850,"1246","0.43"
"118063",E1281N4851,"1089","0.45"
"117740",E1281N4852,"991","0.45"
"117418",E1281N4853,"725","0.44"
"117085",E1281N4854,"537","0.44"
"118654",E1282N4849,"1118","0.52"
"118357",E1282N4850,"1232","0.53"
"118064",E1282N4851,"770","0.54"
"117741",E1282N4852,"652","0.52"
"117419",E1282N4853,"512","0.51"
"117086",E1282N4854,"498","0.49"
"118655",E1283N4849,"1024","0.60"
"118358",E1283N4850,"816","0.60"
"118065",E1283N4851,"788","0.60"
"117742",E1283N4852,"870","0.60"
"117420",E1283N4853,"458","0.60"
"117087",E1283N4854,"399","0.58"
"118923",E1283N4848,"1230","0.58"
"125773",E1281N4817,"375","0.21"
"125969",E1278N4816,"300","0.47"
"120239",E1286N4843,"1375","0.28"
"120240",E1287N4843,"1354","0.39"
"120241",E1288N4843,"1334","0.44"
"120243",E1290N4843,"1333","0.45"
"120244",E1291N4843,"1011","0.42"
"120245",E1292N4843,"664","0.40"
"120246",E1293N4843,"536","0.40"
"119988",E1295N4844,"788","0.40"
"119987",E1294N4844,"702","0.40"
"119986",E1293N4844,"598","0.40"
"119985",E1292N4844,"660","0.41"
"119984",E1291N4844,"573","0.46"
"119983",E1290N4844,"758","0.47"
"119982",E1289N4844,"1056","0.47"
"119980",E1286N4844,"1588","0.34"
"119979",E1285N4844,"1536","0.27"
"119725",E1294N4845,"621","0.40"
"119724",E1293N4845,"568","0.40"
"119723",E1292N4845,"448","0.45"
"119722",E1291N4845,"417","0.47"
"119721",E1290N4845,"806","0.48"
"119720",E1289N4845,"605","0.48"
"119458",E1294N4846,"516","0.40"
"119457",E1293N4846,"695","0.42"
"119456",E1292N4846,"514","0.52"
"119455",E1290N4846,"323","0.56"
"119454",E1289N4846,"322","0.57"
"119453",E1288N4846,"707","0.57"
"119452",E1287N4846,"704","0.58"
"120508",E1293N4842,"574","0.40"
"120507",E1292N4842,"661","0.39"
"120506",E1291N4842,"1076","0.40"
"120504",E1288N4842,"1318","0.35"
"120503",E1287N4842,"1425","0.29"
"119190",E1289N4847,"941","0.60"
"119189",E1288N4847,"642","0.60"
"119188",E1287N4847,"525","0.60"
"119187",E1286N4847,"702","0.60"
"118928",E1288N4848,"521","0.60"
"118927",E1287N4848,"774","0.60"
"118926",E1286N4848,"621","0.60"
"118925",E1285N4848,"789","0.60"
"118661",E1289N4849,"394","0.60"
"118660",E1288N4849,"390","0.60"
"118659",E1287N4849,"391","0.60"
"118658",E1286N4849,"645","0.60"
"118657",E1285N4849,"782","0.60"
"118364",E1289N4850,"379","0.60"
"118363",E1288N4850,"388","0.60"
"118362",E1287N4850,"487","0.60"
"118361",E1286N4850,"490","0.60"
"118360",E1285N4850,"447","0.60"
"118069",E1287N4851,"541","0.60"
"118068",E1286N4851,"428","0.60"
"118067",E1285N4851,"484","0.60"
"117748",E1289N4852,"329","0.60"
"119193",E1293N4847,"340","0.43"
"119192",E1292N4847,"642","0.56"
"119191",E1291N4847,"451","0.60"
"118932",E1293N4848,"476","0.44"
"118931",E1292N4848,"571","0.57"
"118930",E1291N4848,"394","0.60"
"118929",E1290N4848,"389","0.60"
"118664",E1292N4849,"390","0.59"
"118663",E1291N4849,"381","0.60"
"118662",E1290N4849,"388","0.60"
"116779",E1284N4855,"404","0.49"
"116462",E1284N4856,"716","0.47"
"116164",E1284N4857,"764","0.42"
"117088",E1284N4854,"405","0.60"
"117421",E1284N4853,"525","0.60"
"116780",E1285N4855,"895","0.50"
"116463",E1285N4856,"462","0.46"
"117089",E1285N4854,"542","0.60"
"117422",E1285N4853,"460","0.60"
"116781",E1286N4855,"901","0.52"
"117091",E1287N4854,"787","0.59"
"117423",E1286N4853,"484","0.60"
"117424",E1287N4853,"763","0.60"
"117425",E1288N4853,"350","0.60"
"117426",E1289N4853,"273","0.60"
"117743",E1284N4852,"418","0.60"
"117744",E1285N4852,"473","0.60"
"117745",E1286N4852,"418","0.60"
"117746",E1287N4852,"447","0.60"
"117747",E1288N4852,"382","0.60"
"118365",E1291N4850,"329","0.60"
"119194",E1294N4847,"556","0.40"
"118656",E1284N4849,"827","0.60"
"118359",E1284N4850,"765","0.60"
"118066",E1284N4851,"590","0.60"
"118924",E1284N4848,"1297","0.60"
"118054",E1258N4851,"111","0.22"
"118055",E1259N4851,"111","0.16"
"118061",E1269N4851,"377","0.07"
"117732",E1258N4852,"111","0.27"
"117733",E1259N4852,"111","0.23"
"117737",E1268N4852,"303","0.07"
"112263",E1262N4870,"20","0.20"
"112264",E1263N4870,"85","0.20"
"112265",E1264N4870,"375","0.21"
"112266",E1265N4870,"341","0.22"
"111989",E1258N4871,"180","0.20"
"111990",E1259N4871,"180","0.20"
"111991",E1262N4871,"148","0.20"
"111992",E1263N4871,"275","0.20"
"111993",E1264N4871,"384","0.20"
"111994",E1265N4871,"189","0.20"
"111720",E1261N4872,"338","0.27"
"111721",E1262N4872,"194","0.25"
"111723",E1266N4872,"560","0.20"
"111447",E1261N4873,"292","0.27"
"111448",E1262N4873,"354","0.27"
"111449",E1264N4873,"406","0.20"
"111451",E1266N4873,"774","0.19"
"111160",E1261N4874,"390","0.27"
"111161",E1262N4874,"412","0.27"
"111162",E1263N4874,"462","0.24"
"111163",E1264N4874,"551","0.20"
"111164",E1265N4874,"1186","0.20"
"110845",E1261N4875,"381","0.27"
"110846",E1262N4875,"363","0.27"
"110847",E1263N4875,"718","0.25"
"110848",E1264N4875,"929","0.20"
"110527",E1261N4876,"340","0.27"
"110528",E1262N4876,"376","0.27"
"109887",E1256N4878,"730","0.06"
"112550",E1262N4869,"20","0.20"
"110530",E1276N4876,"545","0.00"
"110531",E1277N4876,"805","0.00"
"109889",E1278N4878,"785","0.00"
"110210",E1278N4877,"760","0.00"
"109890",E1279N4878,"808","0.00"
"109891",E1280N4878,"817","0.00"
"109575",E1281N4879,"763","0.00"
"109271",E1283N4880,"760","0.00"
"104359",E1245N4899,"304","0.75"
"104198",E1248N4900,"442","0.73"
"104038",E1246N4901,"357","0.73"
"104039",E1247N4901,"303","0.73"
"103879",E1246N4902,"317","0.73"
"103880",E1247N4902,"184","0.73"
"103881",E1248N4902,"388","0.73"
"103882",E1249N4902,"368","0.73"
"103734",E1245N4903,"240","0.67"
"103735",E1246N4903,"311","0.71"
"103736",E1247N4903,"246","0.73"
"103737",E1248N4903,"258","0.73"
"103738",E1249N4903,"259","0.73"
"103587",E1245N4904,"241","0.67"
"103588",E1246N4904,"232","0.67"
"103589",E1247N4904,"161","0.69"
"103590",E1248N4904,"240","0.72"
"103591",E1249N4904,"249","0.73"
"103450",E1247N4905,"225","0.67"
"103451",E1249N4905,"303","0.69"
"103319",E1245N4906,"254","0.64"
"103321",E1247N4906,"437","0.67"
"103322",E1248N4906,"307","0.67"
"103323",E1249N4906,"255","0.67"
"103181",E1245N4907,"298","0.62"
"103182",E1246N4907,"389","0.66"
"103183",E1247N4907,"287","0.67"
"103184",E1248N4907,"250","0.67"
"103039",E1246N4908,"266","0.59"
"103040",E1247N4908,"250","0.57"
"109880",E1245N4878,"352","0.37"
"109881",E1246N4878,"503","0.22"
"109882",E1247N4878,"530","0.22"
"109883",E1248N4878,"530","0.26"
"109884",E1249N4878,"545","0.29"
"109885",E1250N4878,"512","0.25"
"104523",E1234N4898,"898","0.89"
"105524",E1235N4893,"573","0.83"
"105305",E1235N4894,"478","0.87"
"105112",E1235N4895,"386","0.87"
"104926",E1235N4896,"332","0.88"
"104732",E1235N4897,"237","0.87"
"105525",E1236N4893,"514","0.83"
"105306",E1236N4894,"309","0.82"
"105113",E1236N4895,"312","0.86"
"104927",E1236N4896,"337","0.87"
"104733",E1236N4897,"341","0.87"
"105526",E1237N4893,"566","0.79"
"105307",E1237N4894,"328","0.83"
"105114",E1237N4895,"292","0.87"
"105527",E1238N4893,"641","0.69"
"105308",E1238N4894,"354","0.80"
"105115",E1238N4895,"322","0.85"
"106515",E1235N4889,"319","0.77"
"106514",E1234N4889,"539","0.78"
"106513",E1233N4889,"395","0.79"
"106512",E1232N4889,"330","0.81"
"106511",E1231N4889,"342","0.87"
"106510",E1230N4889,"346","0.87"
"106509",E1229N4889,"388","0.87"
"104919",E1222N4896,"398","0.73"
"105103",E1222N4895,"521","0.72"
"105104",E1223N4895,"490","0.73"
"105299",E1223N4894,"423","0.73"
"105516",E1222N4893,"223","0.66"
"105517",E1223N4893,"219","0.73"
"105750",E1222N4892,"282","0.64"
"105751",E1223N4892,"217","0.70"
"106001",E1222N4891,"307","0.61"
"106002",E1223N4891,"343","0.67"
"106003",E1224N4891,"227","0.77"
"106256",E1223N4890,"307","0.63"
"106502",E1218N4889,"724","0.41"
"106503",E1219N4889,"487","0.40"
"106504",E1223N4889,"290","0.60"
"106505",E1224N4889,"301","0.70"
"106506",E1225N4889,"281","0.74"
"106516",E1236N4889,"332","0.75"
"106517",E1237N4889,"337","0.67"
