fid,crs28992re,1COR_DEN_INDEX_WALK,NUMNONWEST
"102757",E1232N4910,"0.73","109"
"102897",E1238N4909,"0.73","8"
"102898",E1239N4909,"0.70","39"
"102899",E1240N4909,"0.56","54"
"102900",E1241N4909,"0.59","14"
"102901",E1242N4909,"0.60","16"
"102742",E1217N4910,"0.20","85"
"102883",E1217N4909,"0.20","21"
"102741",E1216N4910,"0.20","36"
"102882",E1216N4909,"0.20","16"
"102881",E1215N4909,"0.20","33"
"102739",E1214N4910,"0.20","33"
"102880",E1214N4909,"0.20","12"
"102879",E1212N4909,"0.20","24"
"102878",E1211N4909,"0.20","184"
"102763",E1243N4910,"0.58","22"
"102762",E1242N4910,"0.60","14"
"102761",E1241N4910,"0.58","41"
"102760",E1240N4910,"0.54","50"
"102759",E1239N4910,"0.64","44"
"113920",E1174N4864,"0.61","114"
"113329",E1174N4866,"0.67","86"
"113041",E1174N4867,"0.71","156"
"112766",E1174N4868,"0.77","105"
"112477",E1174N4869,"0.80","90"
"113610",E1174N4865,"0.66","148"
"113921",E1175N4864,"0.70","270"
"112767",E1175N4868,"0.80","116"
"113042",E1175N4867,"0.73","123"
"113330",E1175N4866,"0.67","24"
"113611",E1175N4865,"0.68","264"
"113612",E1176N4865,"0.73","228"
"113331",E1176N4866,"0.71","48"
"113043",E1176N4867,"0.72","70"
"112768",E1176N4868,"0.80","99"
"113922",E1176N4864,"0.73","153"
"113613",E1177N4865,"0.73","220"
"113332",E1177N4866,"0.73","137"
"113044",E1177N4867,"0.75","216"
"112769",E1177N4868,"0.80","70"
"113614",E1178N4865,"0.73","60"
"113333",E1178N4866,"0.73","74"
"113045",E1178N4867,"0.77","161"
"112770",E1178N4868,"0.80","132"
"113615",E1179N4865,"0.73","32"
"113334",E1179N4866,"0.76","42"
"113923",E1177N4864,"0.73","132"
"113924",E1178N4864,"0.73","62"
"113925",E1179N4864,"0.73","6"
"113926",E1180N4864,"0.73","27"
"114254",E1179N4863,"0.73","32"
"114566",E1178N4862,"0.73","52"
"114567",E1179N4862,"0.73","35"
"114568",E1180N4862,"0.73","6"
"114874",E1178N4861,"0.72","88"
"114875",E1179N4861,"0.74","67"
"107918",E1174N4884,"0.86","32"
"107919",E1175N4884,"0.87","15"
"107920",E1177N4884,"0.87","153"
"107921",E1178N4884,"0.81","275"
"107922",E1179N4884,"0.76","156"
"107923",E1183N4884,"0.80","63"
"107924",E1184N4884,"0.80","106"
"107925",E1185N4884,"0.80","25"
"107926",E1186N4884,"0.80","138"
"107927",E1187N4884,"0.77","120"
"107928",E1188N4884,"0.74","81"
"107931",E1196N4884,"0.60","48"
"107932",E1197N4884,"0.64","46"
"107933",E1198N4884,"0.68","68"
"107934",E1199N4884,"0.74","76"
"107935",E1200N4884,"0.80","86"
"107936",E1201N4884,"0.80","95"
"107937",E1202N4884,"0.80","53"
"107938",E1203N4884,"0.80","93"
"107939",E1204N4884,"0.80","60"
"107940",E1205N4884,"0.80","36"
"107941",E1206N4884,"0.80","60"
"107942",E1207N4884,"0.80","38"
"107943",E1208N4884,"0.86","26"
"107944",E1209N4884,"0.87","54"
"107945",E1210N4884,"0.85","29"
"107946",E1224N4884,"0.57","43"
"107947",E1225N4884,"0.60","13"
"107948",E1226N4884,"0.60","80"
"107949",E1227N4884,"0.62","32"
"107950",E1228N4884,"0.64","15"
"107951",E1229N4884,"0.60","57"
"107952",E1230N4884,"0.58","123"
"107953",E1231N4884,"0.53","39"
"107632",E1227N4885,"0.63","54"
"107631",E1226N4885,"0.60","90"
"107628",E1220N4885,"0.60","60"
"107627",E1213N4885,"0.74","56"
"107626",E1212N4885,"0.80","23"
"107625",E1211N4885,"0.80","38"
"107624",E1210N4885,"0.85","33"
"107623",E1209N4885,"0.87","46"
"107622",E1208N4885,"0.85","78"
"107621",E1207N4885,"0.80","48"
"107620",E1206N4885,"0.80","42"
"107619",E1205N4885,"0.80","15"
"107618",E1204N4885,"0.80","76"
"107617",E1203N4885,"0.80","45"
"107616",E1202N4885,"0.80","50"
"107615",E1201N4885,"0.80","120"
"107614",E1200N4885,"0.80","72"
"107613",E1199N4885,"0.71","123"
"107612",E1198N4885,"0.67","37"
"107611",E1197N4885,"0.66","57"
"107610",E1196N4885,"0.60","64"
"107605",E1188N4885,"0.76","175"
"107604",E1187N4885,"0.74","140"
"107603",E1186N4885,"0.79","117"
"107602",E1185N4885,"0.80","72"
"107601",E1184N4885,"0.80","48"
"107600",E1183N4885,"0.80","80"
"107599",E1182N4885,"0.80","84"
"107598",E1181N4885,"0.80","116"
"107597",E1179N4885,"0.74","14"
"107596",E1178N4885,"0.79","68"
"107594",E1175N4885,"0.85","36"
"107593",E1174N4885,"0.76","26"
"107633",E1228N4885,"0.67","80"
"107634",E1229N4885,"0.64","60"
"107635",E1230N4885,"0.60","129"
"107286",E1188N4886,"0.70","37"
"107287",E1189N4886,"0.67","95"
"107289",E1196N4886,"0.60","23"
"107290",E1197N4886,"0.64","15"
"107291",E1198N4886,"0.69","68"
"107292",E1199N4886,"0.68","80"
"107293",E1200N4886,"0.80","111"
"107294",E1201N4886,"0.80","102"
"107295",E1202N4886,"0.80","98"
"107296",E1203N4886,"0.80","66"
"107297",E1204N4886,"0.80","57"
"107298",E1205N4886,"0.80","54"
"107299",E1206N4886,"0.80","48"
"107300",E1207N4886,"0.80","25"
"107301",E1208N4886,"0.82","32"
"107302",E1209N4886,"0.87","18"
"107303",E1210N4886,"0.85","14"
"107304",E1211N4886,"0.80","27"
"107305",E1212N4886,"0.78","72"
"107306",E1213N4886,"0.73","114"
"107307",E1214N4886,"0.73","9"
"107308",E1220N4886,"0.60","24"
"107311",E1224N4886,"0.59","5"
"107312",E1226N4886,"0.71","23"
"107313",E1227N4886,"0.72","93"
"107314",E1228N4886,"0.75","70"
"107315",E1229N4886,"0.73","114"
"107316",E1230N4886,"0.72","60"
"107318",E1233N4886,"0.66","17"
"107285",E1187N4886,"0.73","113"
"107284",E1186N4886,"0.76","177"
"107283",E1185N4886,"0.77","192"
"107282",E1184N4886,"0.78","183"
"107281",E1183N4886,"0.80","63"
"107280",E1182N4886,"0.80","41"
"107279",E1181N4886,"0.80","14"
"107278",E1176N4886,"0.79","14"
"107277",E1175N4886,"0.74","33"
"107276",E1174N4886,"0.73","29"
"113340",E1188N4866,"0.87","83"
"113341",E1189N4866,"0.86","44"
"113342",E1190N4866,"0.81","160"
"113343",E1191N4866,"0.80","53"
"113344",E1192N4866,"0.80","34"
"113345",E1193N4866,"0.80","38"
"113346",E1194N4866,"0.80","35"
"113347",E1195N4866,"0.80","66"
"113348",E1196N4866,"0.80","48"
"113349",E1197N4866,"0.80","190"
"113350",E1198N4866,"0.80","42"
"113351",E1199N4866,"0.80","52"
"113352",E1200N4866,"0.83","50"
"113353",E1201N4866,"0.89","38"
"113354",E1202N4866,"0.93","30"
"113355",E1203N4866,"0.93","17"
"113356",E1204N4866,"0.90","8"
"113357",E1205N4866,"0.87","11"
"113358",E1206N4866,"0.85","11"
"113359",E1207N4866,"0.79","11"
"113360",E1208N4866,"0.81","0"
"113362",E1210N4866,"0.80","7"
"113363",E1211N4866,"0.80","11"
"113364",E1212N4866,"0.80","12"
"113365",E1213N4866,"0.80","6"
"113366",E1214N4866,"0.85","29"
"113367",E1215N4866,"0.83","21"
"113368",E1216N4866,"0.77","42"
"113369",E1217N4866,"0.73","9"
"113371",E1219N4866,"0.80","17"
"113372",E1220N4866,"0.81","18"
"113339",E1187N4866,"0.87","41"
"113338",E1186N4866,"0.87","175"
"113337",E1185N4866,"0.82","104"
"113336",E1184N4866,"0.79","62"
"113335",E1180N4866,"0.80","11"
"109270",E1237N4880,"0.36","21"
"109269",E1236N4880,"0.39","13"
"109268",E1235N4880,"0.46","22"
"109267",E1234N4880,"0.45","27"
"109265",E1214N4880,"0.75","20"
"109264",E1213N4880,"0.80","26"
"109263",E1212N4880,"0.75","12"
"109261",E1210N4880,"0.86","11"
"109260",E1209N4880,"0.87","8"
"109259",E1208N4880,"0.87","28"
"109258",E1207N4880,"0.85","33"
"109257",E1206N4880,"0.86","21"
"109256",E1205N4880,"0.87","28"
"109255",E1204N4880,"0.87","74"
"109254",E1203N4880,"0.87","9"
"109253",E1202N4880,"0.87","12"
"109252",E1201N4880,"0.84","35"
"109251",E1200N4880,"0.76","26"
"109250",E1199N4880,"0.73","19"
"109249",E1198N4880,"0.73","50"
"109248",E1197N4880,"0.69","58"
"109245",E1192N4880,"0.71","56"
"108928",E1192N4881,"0.65","8"
"109244",E1191N4880,"0.73","108"
"108927",E1191N4881,"0.73","99"
"109243",E1190N4880,"0.80","53"
"108926",E1190N4881,"0.79","207"
"109242",E1189N4880,"0.86","77"
"108925",E1189N4881,"0.80","165"
"109241",E1188N4880,"0.87","49"
"108924",E1188N4881,"0.86","55"
"109240",E1187N4880,"0.93","122"
"108923",E1187N4881,"0.88","41"
"109239",E1186N4880,"0.88","78"
"108922",E1186N4881,"0.87","123"
"109238",E1185N4880,"0.87","52"
"108921",E1185N4881,"0.87","141"
"109237",E1184N4880,"0.87","40"
"108920",E1184N4881,"0.87","161"
"109236",E1183N4880,"0.87","148"
"108919",E1183N4881,"0.87","189"
"109235",E1182N4880,"0.87","46"
"108918",E1182N4881,"0.87","112"
"109234",E1181N4880,"0.87","11"
"108917",E1181N4881,"0.87","120"
"109233",E1180N4880,"0.87","10"
"109842",E1180N4878,"0.88","51"
"109843",E1181N4878,"0.87","48"
"109844",E1182N4878,"0.87","114"
"109845",E1183N4878,"0.87","23"
"109846",E1184N4878,"0.87","62"
"109847",E1185N4878,"0.91","80"
"109848",E1186N4878,"0.93","18"
"109849",E1187N4878,"0.91","43"
"109850",E1188N4878,"0.87","71"
"109851",E1189N4878,"0.87","77"
"109852",E1190N4878,"0.81","98"
"109853",E1191N4878,"0.80","42"
"109854",E1192N4878,"0.84","29"
"109855",E1197N4878,"0.78","24"
"109856",E1198N4878,"0.80","21"
"109857",E1199N4878,"0.80","51"
"109858",E1200N4878,"0.80","98"
"109859",E1201N4878,"0.85","21"
"109860",E1202N4878,"0.87","12"
"109861",E1203N4878,"0.87","66"
"109862",E1204N4878,"0.85","34"
"109863",E1205N4878,"0.81","21"
"109864",E1206N4878,"0.86","54"
"109865",E1207N4878,"0.87","60"
"109866",E1208N4878,"0.87","23"
"109867",E1209N4878,"0.87","13"
"109868",E1210N4878,"0.81","13"
"109869",E1211N4878,"0.80","12"
"109870",E1212N4878,"0.84","26"
"109871",E1213N4878,"0.81","15"
"109872",E1214N4878,"0.76","32"
"109873",E1215N4878,"0.74","28"
"109875",E1238N4878,"0.44","20"
"109876",E1239N4878,"0.47","10"
"109877",E1240N4878,"0.47","20"
"109878",E1241N4878,"0.47","17"
"109879",E1242N4878,"0.52","51"
"109534",E1181N4879,"0.87","24"
"109535",E1182N4879,"0.87","110"
"109536",E1183N4879,"0.87","17"
"109537",E1184N4879,"0.87","38"
"109538",E1185N4879,"0.87","107"
"109539",E1186N4879,"0.93","7"
"109540",E1187N4879,"0.92","32"
"109541",E1188N4879,"0.87","145"
"109542",E1189N4879,"0.87","95"
"109543",E1190N4879,"0.83","112"
"109544",E1191N4879,"0.77","65"
"109545",E1192N4879,"0.70","41"
"109547",E1197N4879,"0.68","23"
"109548",E1198N4879,"0.74","66"
"109549",E1199N4879,"0.77","26"
"109550",E1200N4879,"0.80","64"
"109551",E1201N4879,"0.86","13"
"109552",E1202N4879,"0.87","6"
"109553",E1203N4879,"0.87","9"
"109554",E1204N4879,"0.87","25"
"109555",E1205N4879,"0.86","19"
"109556",E1206N4879,"0.82","18"
"109557",E1207N4879,"0.85","24"
"109558",E1208N4879,"0.87","26"
"109559",E1209N4879,"0.87","16"
"109560",E1210N4879,"0.83","17"
"109561",E1211N4879,"0.80","8"
"109562",E1212N4879,"0.78","18"
"109563",E1213N4879,"0.80","20"
"109564",E1214N4879,"0.76","12"
"109565",E1215N4879,"0.73","9"
"109567",E1235N4879,"0.47","13"
"109568",E1236N4879,"0.45","19"
"109569",E1237N4879,"0.40","40"
"109570",E1238N4879,"0.40","62"
"109571",E1239N4879,"0.41","65"
"109572",E1240N4879,"0.45","57"
"112775",E1187N4868,"0.87","68"
"112776",E1188N4868,"0.87","37"
"112777",E1189N4868,"0.87","84"
"112778",E1190N4868,"0.87","161"
"112779",E1191N4868,"0.82","143"
"112780",E1192N4868,"0.80","84"
"112781",E1193N4868,"0.80","17"
"112782",E1194N4868,"0.80","81"
"112783",E1195N4868,"0.80","67"
"112784",E1196N4868,"0.83","52"
"112785",E1197N4868,"0.86","18"
"112786",E1198N4868,"0.87","21"
"112787",E1199N4868,"0.87","14"
"112788",E1200N4868,"0.87","80"
"112789",E1201N4868,"0.91","43"
"112790",E1202N4868,"0.93","9"
"112791",E1203N4868,"0.93","16"
"112792",E1204N4868,"0.93","23"
"112793",E1205N4868,"0.91","20"
"112794",E1206N4868,"0.83","12"
"112795",E1207N4868,"0.78","13"
"112796",E1208N4868,"0.81","9"
"112797",E1209N4868,"0.80","14"
"112798",E1210N4868,"0.80","6"
"112799",E1211N4868,"0.80","13"
"112800",E1212N4868,"0.80","13"
"112774",E1186N4868,"0.90","136"
"112773",E1185N4868,"0.87","150"
"112772",E1184N4868,"0.91","114"
"112771",E1183N4868,"0.93","30"
"107013",E1196N4887,"0.54","45"
"107015",E1198N4887,"0.70","22"
"107016",E1199N4887,"0.68","25"
"107017",E1200N4887,"0.77","41"
"107018",E1201N4887,"0.80","58"
"107019",E1202N4887,"0.80","32"
"107020",E1203N4887,"0.80","42"
"107021",E1204N4887,"0.80","22"
"106755",E1206N4888,"0.80","24"
"106756",E1207N4888,"0.80","32"
"107023",E1207N4887,"0.80","13"
"106757",E1208N4888,"0.80","39"
"106758",E1209N4888,"0.80","33"
"107025",E1209N4887,"0.83","28"
"106759",E1210N4888,"0.78","11"
"107026",E1210N4887,"0.83","14"
"107027",E1211N4887,"0.79","57"
"106761",E1212N4888,"0.73","36"
"107028",E1212N4887,"0.74","18"
"106762",E1213N4888,"0.73","53"
"107029",E1213N4887,"0.73","77"
"107011",E1183N4887,"0.77","34"
"113048",E1184N4867,"0.85","98"
"113049",E1185N4867,"0.84","86"
"113050",E1186N4867,"0.88","66"
"113051",E1187N4867,"0.87","68"
"113052",E1188N4867,"0.87","50"
"113053",E1189N4867,"0.87","27"
"113054",E1190N4867,"0.85","200"
"113055",E1191N4867,"0.80","118"
"113056",E1192N4867,"0.80","56"
"113057",E1193N4867,"0.80","56"
"113058",E1194N4867,"0.80","58"
"113059",E1195N4867,"0.80","29"
"113060",E1196N4867,"0.80","10"
"113061",E1197N4867,"0.81","31"
"113062",E1198N4867,"0.84","23"
"113063",E1199N4867,"0.86","26"
"113064",E1200N4867,"0.87","37"
"113065",E1201N4867,"0.91","58"
"113066",E1202N4867,"0.93","50"
"113067",E1203N4867,"0.93","57"
"113068",E1204N4867,"0.93","17"
"113069",E1205N4867,"0.88","24"
"113070",E1206N4867,"0.87","18"
"113071",E1207N4867,"0.82","9"
"113072",E1208N4867,"0.84","10"
"113073",E1209N4867,"0.82","8"
"113075",E1211N4867,"0.80","13"
"113076",E1212N4867,"0.80","5"
"113077",E1213N4867,"0.80","16"
"113079",E1215N4867,"0.79","8"
"113080",E1216N4867,"0.78","8"
"113081",E1217N4867,"0.75","6"
"113927",E1184N4864,"0.90","18"
"114255",E1184N4863,"0.89","12"
"114569",E1184N4862,"0.86","54"
"114876",E1184N4861,"0.79","28"
"113928",E1185N4864,"0.90","57"
"114256",E1185N4863,"0.91","41"
"114570",E1185N4862,"0.87","39"
"114877",E1185N4861,"0.85","45"
"113929",E1186N4864,"0.87","153"
"114257",E1186N4863,"0.87","48"
"114571",E1186N4862,"0.87","114"
"114878",E1186N4861,"0.86","81"
"113930",E1187N4864,"0.87","196"
"114258",E1187N4863,"0.87","54"
"114572",E1187N4862,"0.85","49"
"114879",E1187N4861,"0.81","27"
"113931",E1188N4864,"0.84","161"
"114259",E1188N4863,"0.81","71"
"114573",E1188N4862,"0.80","64"
"114880",E1188N4861,"0.80","75"
"113630",E1198N4865,"0.80","60"
"113631",E1199N4865,"0.80","47"
"113632",E1200N4865,"0.84","36"
"113633",E1201N4865,"0.87","28"
"113634",E1202N4865,"0.93","28"
"113635",E1203N4865,"0.93","18"
"113636",E1204N4865,"0.87","45"
"113637",E1205N4865,"0.87","16"
"113638",E1206N4865,"0.83","7"
"113639",E1207N4865,"0.77","15"
"113640",E1208N4865,"0.80","7"
"113641",E1209N4865,"0.89","19"
"113645",E1213N4865,"0.84","8"
"113646",E1214N4865,"0.87","6"
"113647",E1215N4865,"0.86","11"
"113648",E1216N4865,"0.77","30"
"113652",E1221N4865,"0.87","47"
"113653",E1222N4865,"0.87","10"
"113654",E1223N4865,"0.87","27"
"113655",E1224N4865,"0.87","8"
"113656",E1225N4865,"0.86","20"
"113629",E1197N4865,"0.80","148"
"113628",E1196N4865,"0.80","133"
"113627",E1195N4865,"0.80","77"
"113626",E1194N4865,"0.80","99"
"113625",E1193N4865,"0.80","90"
"113624",E1192N4865,"0.80","118"
"113623",E1191N4865,"0.80","45"
"113622",E1190N4865,"0.80","156"
"113621",E1189N4865,"0.82","86"
"113620",E1188N4865,"0.87","170"
"113619",E1187N4865,"0.87","100"
"113618",E1186N4865,"0.87","170"
"113617",E1185N4865,"0.86","58"
"113616",E1184N4865,"0.86","38"
"110171",E1201N4877,"0.84","24"
"110172",E1202N4877,"0.82","36"
"110173",E1203N4877,"0.82","53"
"110174",E1204N4877,"0.80","31"
"110175",E1205N4877,"0.84","61"
"110176",E1206N4877,"0.87","26"
"110177",E1207N4877,"0.87","16"
"110178",E1208N4877,"0.87","89"
"110179",E1209N4877,"0.85","6"
"110180",E1210N4877,"0.80","13"
"110182",E1212N4877,"0.84","14"
"110183",E1213N4877,"0.85","41"
"110184",E1214N4877,"0.77","21"
"110185",E1215N4877,"0.79","41"
"110186",E1216N4877,"0.80","30"
"110189",E1219N4877,"0.73","33"
"110190",E1222N4877,"0.60","71"
"110191",E1223N4877,"0.60","26"
"110194",E1232N4877,"0.53","115"
"110195",E1233N4877,"0.53","78"
"110196",E1234N4877,"0.48","86"
"110197",E1235N4877,"0.47","39"
"110198",E1242N4877,"0.48","32"
"110199",E1243N4877,"0.53","13"
"110200",E1244N4877,"0.51","0"
"110201",E1245N4877,"0.46","96"
"110202",E1246N4877,"0.45","92"
"110203",E1247N4877,"0.46","13"
"110204",E1248N4877,"0.41","77"
"110205",E1249N4877,"0.39","26"
"110206",E1250N4877,"0.33","21"
"110207",E1251N4877,"0.22","8"
"110170",E1200N4877,"0.86","98"
"110169",E1199N4877,"0.83","62"
"110166",E1192N4877,"0.90","21"
"110165",E1191N4877,"0.91","53"
"110164",E1190N4877,"0.86","128"
"110163",E1189N4877,"0.87","195"
"110162",E1188N4877,"0.87","13"
"110160",E1186N4877,"0.93","4"
"110159",E1185N4877,"0.93","8"
"110158",E1184N4877,"0.89","40"
"110512",E1223N4876,"0.63","19"
"110510",E1220N4876,"0.73","14"
"110509",E1219N4876,"0.73","25"
"110508",E1218N4876,"0.74","37"
"110507",E1217N4876,"0.80","53"
"110506",E1216N4876,"0.80","7"
"110505",E1215N4876,"0.80","11"
"110504",E1214N4876,"0.87","37"
"110503",E1213N4876,"0.92","34"
"110502",E1212N4876,"0.86","47"
"110501",E1211N4876,"0.81","11"
"110500",E1210N4876,"0.80","8"
"110499",E1209N4876,"0.81","12"
"110497",E1207N4876,"0.87","24"
"110496",E1206N4876,"0.87","29"
"110495",E1205N4876,"0.87","26"
"110494",E1204N4876,"0.81","20"
"110493",E1203N4876,"0.80","52"
"110492",E1202N4876,"0.80","53"
"110491",E1201N4876,"0.80","25"
"110490",E1200N4876,"0.80","66"
"110489",E1199N4876,"0.84","60"
"110488",E1198N4876,"0.86","44"
"110487",E1197N4876,"0.81","14"
"110486",E1196N4876,"0.80","39"
"110485",E1195N4876,"0.80","18"
"110483",E1192N4876,"0.87","38"
"110482",E1191N4876,"0.93","49"
"110481",E1190N4876,"0.89","87"
"110480",E1189N4876,"0.87","124"
"110516",E1234N4876,"0.50","48"
"110517",E1235N4876,"0.47","22"
"110518",E1236N4876,"0.52","39"
"110519",E1237N4876,"0.53","81"
"110520",E1238N4876,"0.51","43"
"114881",E1189N4861,"0.80","23"
"114574",E1189N4862,"0.80","42"
"114882",E1190N4861,"0.80","30"
"114575",E1190N4862,"0.80","98"
"114883",E1191N4861,"0.80","45"
"114576",E1191N4862,"0.80","93"
"114884",E1192N4861,"0.80","76"
"114577",E1192N4862,"0.80","42"
"114885",E1193N4861,"0.80","36"
"114578",E1193N4862,"0.80","43"
"114886",E1194N4861,"0.80","40"
"114887",E1195N4861,"0.80","35"
"114888",E1196N4861,"0.80","18"
"114889",E1197N4861,"0.80","28"
"114890",E1198N4861,"0.84","21"
"114891",E1199N4861,"0.87","35"
"114892",E1200N4861,"0.88","30"
"115820",E1192N4858,"0.80","22"
"115819",E1191N4858,"0.80","24"
"115818",E1190N4858,"0.80","29"
"115817",E1189N4858,"0.76","29"
"115816",E1188N4858,"0.77","15"
"115815",E1187N4858,"0.74","42"
"115814",E1186N4858,"0.73","42"
"115813",E1185N4858,"0.68","52"
"115812",E1184N4858,"0.70","29"
"115811",E1183N4858,"0.73","36"
"115821",E1193N4858,"0.80","50"
"114265",E1194N4863,"0.80","84"
"113937",E1194N4864,"0.80","39"
"114266",E1195N4863,"0.80","17"
"113938",E1195N4864,"0.80","138"
"114267",E1196N4863,"0.80","27"
"113939",E1196N4864,"0.80","76"
"114268",E1197N4863,"0.80","60"
"113940",E1197N4864,"0.80","108"
"114269",E1198N4863,"0.80","8"
"113941",E1198N4864,"0.80","32"
"114270",E1199N4863,"0.86","50"
"113942",E1199N4864,"0.82","13"
"114271",E1200N4863,"0.87","49"
"113943",E1200N4864,"0.87","31"
"114272",E1201N4863,"0.91","64"
"113944",E1201N4864,"0.89","33"
"114273",E1202N4863,"0.93","15"
"113945",E1202N4864,"0.93","32"
"113936",E1193N4864,"0.80","148"
"114264",E1193N4863,"0.80","96"
"114263",E1192N4863,"0.80","111"
"113935",E1192N4864,"0.80","68"
"114262",E1191N4863,"0.80","92"
"113934",E1191N4864,"0.80","65"
"114261",E1190N4863,"0.80","19"
"113933",E1190N4864,"0.80","35"
"114260",E1189N4863,"0.80","9"
"113932",E1189N4864,"0.80","18"
"111115",E1193N4874,"0.81","18"
"111117",E1195N4874,"0.85","48"
"111118",E1196N4874,"0.87","30"
"111119",E1197N4874,"0.87","72"
"111120",E1198N4874,"0.87","134"
"111121",E1199N4874,"0.84","75"
"111122",E1200N4874,"0.80","56"
"111123",E1201N4874,"0.80","7"
"111124",E1202N4874,"0.80","18"
"111125",E1203N4874,"0.83","23"
"111126",E1204N4874,"0.87","56"
"111127",E1205N4874,"0.87","29"
"111128",E1206N4874,"0.87","32"
"111129",E1207N4874,"0.86","18"
"111130",E1208N4874,"0.80","8"
"111132",E1210N4874,"0.78","24"
"111134",E1212N4874,"0.81","8"
"111135",E1213N4874,"0.86","32"
"111136",E1214N4874,"0.80","10"
"111137",E1215N4874,"0.77","8"
"111138",E1216N4874,"0.73","34"
"111139",E1217N4874,"0.73","59"
"111140",E1218N4874,"0.73","69"
"111141",E1219N4874,"0.73","36"
"111142",E1220N4874,"0.73","13"
"111143",E1221N4874,"0.73","16"
"111146",E1232N4874,"0.53","39"
"111147",E1233N4874,"0.53","60"
"111148",E1241N4874,"0.55","17"
"111150",E1243N4874,"0.60","10"
"111151",E1244N4874,"0.60","30"
"111152",E1245N4874,"0.60","35"
"111153",E1246N4874,"0.55","31"
"111154",E1247N4874,"0.49","13"
"111155",E1248N4874,"0.47","15"
"111156",E1249N4874,"0.47","14"
"111157",E1250N4874,"0.47","0"
"111158",E1251N4874,"0.40","15"
"114579",E1194N4862,"0.80","68"
"114580",E1195N4862,"0.80","29"
"114581",E1196N4862,"0.80","57"
"114582",E1197N4862,"0.80","40"
"114584",E1199N4862,"0.87","21"
"114585",E1200N4862,"0.87","44"
"114586",E1201N4862,"0.93","11"
"114587",E1202N4862,"0.92","12"
"114588",E1203N4862,"0.88","7"
"114591",E1207N4862,"0.93","53"
"114592",E1208N4862,"0.92","24"
"114593",E1209N4862,"0.91","14"
"114594",E1210N4862,"0.92","15"
"114595",E1211N4862,"0.93","16"
"114596",E1212N4862,"0.93","12"
"114597",E1213N4862,"0.93","12"
"114598",E1214N4862,"0.88","12"
"114599",E1215N4862,"0.89","10"
"114600",E1216N4862,"0.94","16"
"114601",E1217N4862,"0.97","40"
"114602",E1218N4862,"0.92","18"
"114603",E1219N4862,"0.92","10"
"114604",E1220N4862,"0.93","9"
"114605",E1221N4862,"0.93","17"
"114606",E1222N4862,"0.93","17"
"114607",E1223N4862,"0.92","15"
"114608",E1224N4862,"0.87","35"
"114609",E1225N4862,"0.83","12"
"114610",E1228N4862,"0.87","18"
"114614",E1234N4862,"0.93","48"
"114615",E1235N4862,"0.91","178"
"114616",E1236N4862,"0.87","77"
"114617",E1237N4862,"0.86","92"
"114618",E1238N4862,"0.83","98"
"114619",E1239N4862,"0.85","56"
"114620",E1240N4862,"0.87","119"
"114621",E1241N4862,"0.87","44"
"114622",E1242N4862,"0.87","105"
"114623",E1243N4862,"0.87","55"
"114624",E1244N4862,"0.87","66"
"114625",E1245N4862,"0.85","100"
"114626",E1246N4862,"0.80","81"
"114627",E1247N4862,"0.74","101"
"114628",E1248N4862,"0.67","76"
"114629",E1249N4862,"0.61","45"
"108930",E1197N4881,"0.68","158"
"108931",E1198N4881,"0.73","86"
"108932",E1199N4881,"0.73","111"
"108933",E1200N4881,"0.78","6"
"108934",E1201N4881,"0.80","67"
"108935",E1202N4881,"0.81","65"
"108936",E1203N4881,"0.85","58"
"108937",E1204N4881,"0.87","50"
"108938",E1205N4881,"0.87","56"
"108939",E1206N4881,"0.87","67"
"108940",E1207N4881,"0.89","19"
"108941",E1208N4881,"0.91","21"
"108942",E1209N4881,"0.87","14"
"108943",E1210N4881,"0.81","18"
"108944",E1211N4881,"0.80","18"
"108945",E1212N4881,"0.74","19"
"108946",E1213N4881,"0.79","40"
"108601",E1196N4882,"0.54","11"
"108602",E1197N4882,"0.66","46"
"108603",E1198N4882,"0.73","70"
"108604",E1199N4882,"0.73","38"
"108605",E1200N4882,"0.79","39"
"108606",E1201N4882,"0.80","47"
"108607",E1202N4882,"0.80","14"
"108608",E1203N4882,"0.80","52"
"108609",E1204N4882,"0.82","26"
"108610",E1205N4882,"0.83","53"
"108611",E1206N4882,"0.84","57"
"108612",E1207N4882,"0.84","58"
"108613",E1208N4882,"0.89","31"
"108614",E1209N4882,"0.87","25"
"108615",E1210N4882,"0.83","19"
"108616",E1211N4882,"0.80","29"
"108617",E1212N4882,"0.78","39"
"108618",E1213N4882,"0.74","14"
"108619",E1225N4882,"0.54","5"
"108620",E1227N4882,"0.46","8"
"108621",E1228N4882,"0.44","12"
"108258",E1196N4883,"0.56","32"
"108259",E1197N4883,"0.63","145"
"108260",E1198N4883,"0.71","122"
"108261",E1199N4883,"0.74","72"
"108262",E1200N4883,"0.80","120"
"108263",E1201N4883,"0.80","16"
"108264",E1202N4883,"0.80","81"
"108265",E1203N4883,"0.80","54"
"108266",E1204N4883,"0.80","15"
"108267",E1205N4883,"0.80","44"
"108268",E1206N4883,"0.80","22"
"108269",E1207N4883,"0.80","24"
"108270",E1208N4883,"0.87","17"
"108271",E1209N4883,"0.87","54"
"108272",E1210N4883,"0.85","22"
"108273",E1211N4883,"0.80","11"
"108276",E1224N4883,"0.53","78"
"108277",E1225N4883,"0.57","45"
"108278",E1226N4883,"0.61","108"
"108279",E1227N4883,"0.58","8"
"108280",E1228N4883,"0.54","53"
